hash,left,right,base,file
1f1626e0,da51d945,27ce6b57,382936fd,blaze/api/into.py
1f1626e0,da51d945,27ce6b57,382936fd,blaze/data/__init__.py
1f1626e0,da51d945,27ce6b57,382936fd,blaze/data/tests/test_interactions.py
1f1626e0,da51d945,27ce6b57,382936fd,blaze/tests/test_resource.py
20d54c9f,ec5fe39c,0eac0d18,a601955e,blaze/compute/pyfunc.py
f51a48cd,c5554e27,a601955e,c4ef0c28,blaze/expr/reductions.py
07a3fb45,3d9c211b,06767d9f,9651751c,blaze/compute/tests/test_python_compute.py
37c3195f,e1120c91,c8e9dfec,3bf49560,blaze/data/csv.py
ab57c020,c74f1442,3bf49560,9651751c,blaze/compute/python.py
c8e9dfec,18c81dc7,3bf49560,f603e60a,blaze/api/tests/test_into.py
cfaf9b40,f603e60a,bc1a6a99,44c8af96,blaze/compute/tests/test_python_compute.py
8b20dbd7,6b37be9e,44c8af96,f582f511,blaze/compute/tests/test_pandas_compute.py
c34a1486,60e65ad3,12a2db48,91da602b,blaze/compute/mongo.py
c34a1486,60e65ad3,12a2db48,91da602b,blaze/compute/python.py
c34a1486,60e65ad3,12a2db48,91da602b,blaze/compute/tests/test_python_compute.py
052d1871,416aa642,5b1d4e31,7081ce91,blaze/compute/python.py
416aa642,bd86c3bb,7081ce91,b5d50055,blaze/compute/python.py
612575e3,a3d32c91,9b1900bf,558661b2,blaze/compute/core.py
612575e3,a3d32c91,9b1900bf,558661b2,blaze/compute/h5py.py
612575e3,a3d32c91,9b1900bf,558661b2,blaze/compute/tests/test_h5py.py
612575e3,a3d32c91,9b1900bf,558661b2,blaze/expr/split.py
612575e3,a3d32c91,9b1900bf,558661b2,blaze/partition.py
af7ce6a8,72e84b6f,ea014bb4,ff1469bd,blaze/expr/tests/test_expr.py
6c426ff1,8c6234c8,56c482f6,4488f47d,blaze/server/client.py
6c426ff1,8c6234c8,56c482f6,4488f47d,blaze/server/server.py
a6717262,4777a820,4488f47d,dd3be648,blaze/api/into.py
6c94aa75,c0b72357,e7ed8fed,5381d0bf,blaze/__init__.py
66949a76,3a19b701,5381d0bf,c83a9bda,blaze/compute/bcolz.py
c83a9bda,105ee39d,71794d36,38287fbe,blaze/compute/tests/test_numpy_compute.py
70bb9e3b,c9f502db,77eae223,869b1d8d,blaze/api/table.py
70bb9e3b,c9f502db,77eae223,869b1d8d,blaze/api/tests/test_table_api.py
b1a52062,c07d04bb,4bf041ef,89cf644c,blaze/api/tests/test_table_api.py
b1a52062,c07d04bb,4bf041ef,89cf644c,blaze/server/client.py
b1a52062,c07d04bb,4bf041ef,89cf644c,blaze/spark.py
b1a52062,c07d04bb,4bf041ef,89cf644c,blaze/sparksql.py
1de5f21e,726b81d9,89cf644c,78e30d97,blaze/api/into.py
1de5f21e,726b81d9,89cf644c,78e30d97,blaze/api/tests/test_into.py
1de5f21e,726b81d9,89cf644c,78e30d97,blaze/compute/chunks.py
1de5f21e,726b81d9,89cf644c,78e30d97,blaze/expr/table.py
1de5f21e,726b81d9,89cf644c,78e30d97,blaze/sql.py
ffc38613,3de59e28,70050595,aa5f24c9,blaze/compute/sql.py
5fc61855,e69176ca,f22e920a,0493c2f5,blaze/compute/sql.py
f73832b7,0d0af92c,ec75ea9e,3131a067,blaze/api/tests/test_into.py
0d0af92c,d197d32a,3131a067,1fe1e26a,blaze/api/into.py
0d0af92c,d197d32a,3131a067,1fe1e26a,blaze/api/resource.py
0d0af92c,d197d32a,3131a067,1fe1e26a,blaze/api/tests/test_resource.py
0d0af92c,d197d32a,3131a067,1fe1e26a,blaze/data/__init__.py
d8515ef9,80de0cc2,6c46c759,1fe1e26a,blaze/server/tests/test_client.py
eba0d0bf,e0275661,d1b209ce,0ad13e2b,blaze/serve/server.py
8bf0a7af,d1b209ce,e0275661,0ad13e2b,blaze/serve/server.py
e6d44e70,54212cf4,0ad13e2b,e4d4c3b8,blaze/expr/tests/test_table.py
cca9ecda,f023fc14,f984f1f5,683baf64,blaze/api/into.py
cca9ecda,f023fc14,f984f1f5,683baf64,blaze/api/tests/test_into.py
7a5a7a87,e1148740,653f6a78,d12515c7,blaze/compute/tests/test_python_compute.py
f3d0c585,2eca32b8,ec1ea8d7,d12515c7,blaze/data/sql.py
196fd52e,1784b61a,b9974d54,7eaf56dd,blaze/api/tests/test_into.py
755da02c,5ce0d349,1fc232fe,5bb98244,blaze/compute/python.py
755da02c,5ce0d349,1fc232fe,5bb98244,blaze/compute/tests/test_pandas_compute.py
755da02c,5ce0d349,1fc232fe,5bb98244,blaze/compute/tests/test_python_compute.py
755da02c,5ce0d349,1fc232fe,5bb98244,blaze/compute/tests/test_spark.py
755da02c,5ce0d349,1fc232fe,5bb98244,blaze/compute/tests/test_sql_compute.py
755da02c,5ce0d349,1fc232fe,5bb98244,blaze/expr/tests/test_table.py
5d1367eb,94f80d47,9a644a51,234b11af,blaze/expr/table.py
be3ea7cb,0cf36b11,234b11af,2bb2e0a9,blaze/compute/python.py
be3ea7cb,0cf36b11,234b11af,2bb2e0a9,blaze/expr/scalar/tests/test_scalar.py
2f67d5a9,3e2d394e,e0b35e1f,7352754f,blaze/compute/python.py
2f67d5a9,3e2d394e,e0b35e1f,7352754f,blaze/compute/tests/test_python.py
f0d069d4,e401546b,c36bd178,a29f2de5,blaze/compute/core.py
e401546b,3db01e24,76d397f7,1ac6552a,blaze/__init__.py
e401546b,3db01e24,76d397f7,1ac6552a,blaze/data/utils.py
e401546b,3db01e24,76d397f7,1ac6552a,blaze/serve/index.py
e401546b,3db01e24,76d397f7,1ac6552a,blaze/serve/tests/test_index.py
e401546b,3db01e24,76d397f7,1ac6552a,buildscripts/jenkins-build
e401546b,3db01e24,76d397f7,1ac6552a,buildscripts/jenkins-build.bat
e401546b,3db01e24,76d397f7,1ac6552a,docs/source/datashape.rst
e401546b,3db01e24,76d397f7,1ac6552a,docs/source/index.rst
e401546b,3db01e24,76d397f7,1ac6552a,requirements.txt
3db01e24,914a7d39,8cb1ca71,0ba2f41f,buildscripts/jenkins-build
3db01e24,914a7d39,8cb1ca71,0ba2f41f,buildscripts/jenkins-build.bat
914a7d39,7e8a3c90,1ac6552a,b22155c9,buildscripts/jenkins-build
914a7d39,7e8a3c90,1ac6552a,b22155c9,buildscripts/jenkins-build.bat
b74e546e,2d17c9a9,325e2c16,a1b17c77,blaze/compute/spark.py
bb95af55,6359769d,825b942e,882f461c,blaze/objects/array.py
6726c8b5,0adafaec,6fbdb670,50c49686,blaze/catalog/tests/test_catalog.py
55df7e7a,08c75626,bfab9e92,b39e8c52,blaze/compute/air/passes.py
bfab9e92,b39e8c52,c973f174,3b72b96c,blaze/compute/air/entrypoint.py
bfab9e92,b39e8c52,c973f174,3b72b96c,blaze/compute/air/environment.py
bfab9e92,b39e8c52,c973f174,3b72b96c,blaze/compute/air/frontend/jit.py
bfab9e92,b39e8c52,c973f174,3b72b96c,blaze/compute/air/passes.py
bfab9e92,b39e8c52,c973f174,3b72b96c,blaze/compute/eval.py
bfab9e92,b39e8c52,c973f174,3b72b96c,blaze/compute/tests/test_blaze_function.py
5d01e2a2,428936f7,84fb2b17,ad8106c6,blaze/compute/air/environment.py
5d01e2a2,428936f7,84fb2b17,ad8106c6,blaze/compute/air/passes.py
5d01e2a2,428936f7,84fb2b17,ad8106c6,blaze/compute/eval.py
02e777b4,aff7eb1a,ad8106c6,bc0bc0fc,blaze/compute/air/execution/tests/test_py_interp.py
02e777b4,aff7eb1a,ad8106c6,bc0bc0fc,blaze/compute/air/frontend/jit.py
93f326c7,d530a767,d0c8af78,6120ddc9,blaze/datadescriptor/__init__.py
93f326c7,d530a767,d0c8af78,6120ddc9,blaze/datadescriptor/tests/test_hdf5_data_descriptor.py
26fe1fc0,1251c668,dba6727c,1298edd8,blaze/datadescriptor/tests/test_hdf5_data_descriptor.py
eb4ac140,dabeaee4,d8be1327,4b960b4f,blaze/datadescriptor/data_descriptor.py
eb4ac140,dabeaee4,d8be1327,4b960b4f,blaze/io/storage.py
eb4ac140,dabeaee4,d8be1327,4b960b4f,docs/source/index.rst
77bbbbbf,2a21f567,d915c55e,97cbfcad,docs/source/index.rst
ad59fe68,64dd3071,c1fe16d7,1745cd41,blaze/blir/byacc.py
14e6e752,dbdd61b4,e09b0b6e,85941b17,blaze/array.py
14e6e752,dbdd61b4,e09b0b6e,85941b17,blaze/constructors.py
1f039fd7,821fed32,85941b17,b303cef1,blaze/__init__.py
1f039fd7,821fed32,85941b17,b303cef1,blaze/array.py
1f039fd7,821fed32,85941b17,b303cef1,blaze/constructors.py
1f039fd7,821fed32,85941b17,b303cef1,samples/basics/array_creation.py
39b3b3c6,3de81d87,b303cef1,febb2bb1,blaze/__init__.py
39b3b3c6,3de81d87,b303cef1,febb2bb1,blaze/constructors.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/__init__.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/blfuncs.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/blz/__init__.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/blz/bfuncs.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/blz/btable.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/blz/chunked_eval.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/blz/tests/test_btable.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/byteprovider.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/compile.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/concrete.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/datadescriptor/blaze_func_descriptor.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/datadescriptor/cat_data_descriptor.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/datadescriptor/data_descriptor.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/datadescriptor/numpy_data_descriptor.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/datashape/coretypes.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/datashape/magic.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/datashape/parser.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/datashape/record.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/datashape/util.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/desc.py
a9e6b319,eb946e75,d88f5abb,6cc1b504,blaze/expression.py
6124fb14,d0c4a4e7,acd4380d,4cc29d8b,blaze/datashape/__init__.py
